pdb_id,chain_a,chain_b,split,num_residues,num_binding
9FYS,C,X,val,119,6
9FYS,X,C,val,72,5
9FYS,Z,C,val,74,6
9FYS,I,C,val,133,0
9FYS,M,C,val,120,0
9FYS,B,C,val,133,25
9H8H,A,D,val,214,48
9H8H,D,A,val,219,42
9GZ0,A,B,train,393,121
9GZ0,B,A,train,88,71
9GZ4,A,B,val,393,119
9GZ4,B,A,val,88,70
9I24,H,L,test,234,25
9I24,L,H,test,52,20
9I9X,A,B,train,119,22
9I3W,H,L,train,234,49
9I3W,L,H,train,215,51
9JM8,A,B,val,64,20
9JM8,B,A,val,66,30
9GZL,A,B,val,394,121
9GZL,B,A,val,88,71
9IWM,A,B,train,263,18
9IBU,A,B,test,33,33
9IBU,B,A,test,33,33
9IBU,C,A,test,30,30
9IBU,D,A,test,33,3
9IBU,E,A,test,30,1
9IBU,F,A,test,30,1
9K9P,A,B,val,86,20
9K9P,B,A,val,46,21
9I41,L,H,train,212,51
9I41,H,L,train,228,54
9JU1,C,A,train,43,15
9JU1,A,C,train,97,17
9LH0,A,B,test,35,23
9LH0,B,A,test,74,28
9I43,H,L,test,235,51
9I43,L,H,test,211,62
9MUX,A,D,train,77,17
9MXD,A,B,test,143,48
9IA3,A,B,test,215,55
9IA3,B,A,test,228,61
9NKQ,A,B,train,54,20
9NKQ,B,A,train,55,16
9NKQ,D,A,train,53,17
9MEF,A,B,train,264,41
9MEF,B,A,train,100,32
9N89,H,L,train,215,44
9N89,L,H,train,212,46
9N9N,A,B,train,167,5
9N9N,B,A,train,169,11
9HUB,C,X,val,119,3
9HUB,X,C,val,73,7
9HUB,Z,C,val,74,4
9HUB,I,C,val,133,0
9HUB,M,C,val,120,0
9HUB,B,C,val,133,26
9OJ3,A,B,train,80,32
9OJ3,C,A,train,80,8
9NN4,A,B,train,115,33
9NN4,B,A,train,114,32
9PU8,A,C,train,166,20
9LB5,A,B,train,147,38
9LB5,B,A,train,148,36
9LB5,C,A,train,146,12
9LB5,D,A,train,148,1
9KHC,A,B,train,248,14
9KHC,C,A,train,248,9
9NYN,A,B,train,261,41
9NYN,B,A,train,100,34
9Q1H,A,B,train,64,23
9Q1H,B,A,train,165,23
9QNJ,A,P,train,236,21
9R4A,B,A,val,30,20
9R4C,B,A,test,30,20
9QNH,A,P,train,236,24
9R2Z,B,A,train,78,21
9R2Z,A,B,train,79,20
9QNG,A,B,train,236,25
9R4E,B,A,test,30,20
9QNL,A,B,train,236,23
9QD6,B,A,train,88,70
9QD6,A,B,train,396,119
9SYN,A,B,train,204,16
9SPS,A,E,train,195,23
9SPS,E,A,train,124,21
9QDG,B,A,train,88,72
9QDG,A,B,train,393,124
9UGP,A,B,train,147,24
9QDD,B,A,train,88,74
9QDD,A,B,train,393,123
9V6Z,A,B,val,35,23
9V6Z,B,A,val,74,27
9TDZ,A,B,train,356,28
9T9W,A,C,train,355,27
9TES,A,B,val,350,28
9V8G,A,B,train,259,23
9V8D,A,B,train,261,21
9V8H,A,B,train,251,21
9YY0,H,L,train,209,53
9YY0,L,H,train,211,54
9R5Y,A,B,train,218,19
9R5Y,B,A,train,68,25
9R5Y,C,A,train,72,0
9R5Y,D,A,train,215,18
